"method","tvec","lwr","upr"
"BD2",0,5.33007188729431,7.97769075817376
"BD2",1,5.1930679039046,7.9934567707458
"BD2",2,5.05435816738816,8.01225458090778
"BD2",3,4.83563415160941,8.03346209763606
"BD2",4,4.62613946854853,8.05651144648761
"BD2",5,4.41410949794198,8.08064027329709
"BD2",6,4.20304509390618,8.10603076920581
"BD2",7,4.00133270270672,8.13240612496878
"BD2",8,3.80928938041624,8.15916927473978
"BD2",9,3.62579459916921,8.18606758245824
"BD2",10,3.45071727193166,8.21297918445947
"BD2",11,3.28372074047516,8.23980887554387
"BD2",12,3.12447902484834,8.32619245111778
"BD2",13,2.97269263862958,8.41688053680059
"BD2",14,2.82805250116374,8.5068603392067
"BD2",15,2.6903240157076,8.59979617788906
"BD2",16,2.55991515069786,8.69839702712096
"BD2",17,2.43853650116034,8.81132254699066
"BD2",18,2.32827103803547,8.9503218897064
"BD2",19,2.23097382367845,9.12468115755831
"BD2",20,2.14708408175736,9.33645683786193
"BD2",21,2.06633803279311,9.64748590249491
"BD2",22,1.98694697334457,10.116680529806
"BD2",23,1.91525254237939,10.6683580696136
"BD2",24,1.85031721303022,11.2611518485591
"BD2",25,1.79097636211595,11.8861023457699
"BD2",26,1.73631450896227,12.5395719523086
"BD2",27,1.68544940585576,13.2161261453011
"BD2",28,1.63815553952191,13.9176310731059
"BD2",29,1.59446133502683,14.651345944959
"BD2",30,1.55589159863422,15.4748904254016
"BD2",31,1.52709343252576,16.5321481125579
"BD2",32,1.5140937813266,18.006652437026
"BD2",33,1.52250179323744,20.0162512778105
"BD2",34,1.55307073345398,22.666032211364
"BD2",35,1.60606958680274,25.8905284236892
"BD2",36,1.67984141308011,29.7248500634228
"BD2",37,1.77133529447605,34.0870178057664
"BD2",38,1.84782854664547,38.9289347715362
"BD2",39,1.87159359322265,44.2336479135542
"BD2",40,1.89834218899915,50.0081779565653
"BD2",41,1.92756665576917,56.6109043259489
"BD2",42,1.95902495039235,65.5859237694343
"BD2",43,1.99252564168256,75.7612276016622
"BD2",44,2.02805222057441,87.2800647263089
"BD2",45,2.06554921371816,100.297186666238
"BD2",46,2.10493482712446,114.980554228239
"BD2",47,2.14615113783998,131.501782499156
"BD2",48,2.18917314646211,150.031518513823
"BD2",49,2.23395094295648,170.744079839806
"BD2",50,2.28041181746073,193.800928177772
"BD2",51,2.3285252594253,219.337572359778
"BD2",52,2.37825823146437,247.466428559877
"BD2",53,2.41298230743325,278.260079549315
"BD2",54,2.40959401924045,311.703094197454
"BD2",55,2.40571478024572,347.682753181809
"BD2",56,2.39953058630363,385.568206113342
"BD2",57,2.38685349518801,424.097516002836
"BD2",58,2.3623313556078,461.891439023531
"BD2",59,2.32150681452583,497.965512543038
"BD2",60,2.2616406251417,531.781312503339
"BD2",61,2.18426974665266,563.058516949481
"BD2",62,2.09218301990711,591.543618530009
"BD2",63,1.98892368718344,616.906066805909
"BD2",64,1.87947689160216,638.706645051734
"BD2",65,1.76753852293927,656.469234545155
"BD2",66,1.65637749742769,669.794449415101
"BD2",67,1.54845186462398,678.363187767902
"BD2",68,1.44534768306937,681.998301083787
"BD2",69,1.34766110479961,680.65579022148
"BD2",70,1.25632699734092,674.449679091901
"BD2",71,1.17112927693284,684.249919418865
"BD2",72,1.091513391452,694.573935273252
"BD2",73,1.01724190850251,700.152630277669
"BD2",74,0.948003507321744,700.97623078071
"BD2",75,0.883463745586142,697.15093199075
"BD2",76,0.823298814429848,698.407920964176
"BD2",77,0.767213100293077,697.225469056067
"BD2",78,0.714935867899101,691.332004355448
"BD2",79,0.666207986717325,680.910879681293
"BD2",80,0.620500263866063,666.243079261659
"BD2",81,0.578300547374397,647.705343248491
"BD2",82,0.538970773716585,625.734141858398
"BD2",83,0.50232596672106,602.076517031353
"BD2",84,0.468344708552252,602.717034130987
"BD2",85,0.436574997522541,606.623819453692
"BD2",86,0.406945888128689,607.377554046141
"BD2",87,0.379167412526158,604.977121710157
"BD2",88,0.353530120334142,599.469295994564
"BD2",89,0.329635627297307,590.966850997682
"BD2",90,0.307362995998232,579.62638529769
"BD2",91,0.28661519339488,565.672502675212
"BD2",92,0.267285356716798,549.339886051302
"BD2",93,0.249274957046851,530.969580576119
"BD2",94,0.232492428067985,510.8322294308
"BD2",95,0.216852678537577,489.221881781152
"BD2",96,0.202276612959849,466.489145922987
"BD2",97,0.188690725763081,454.225091898306
"BD2",98,0.176029067767843,442.431240161819
"BD2",99,0.164570020288295,429.88566264791
"BD2",100,0.154410145240831,422.836670239504
"BD2",101,0.145229993682278,414.803008421205
"BD2",102,0.138492106270292,405.999702044524
"BD2",103,0.133077242670595,396.511549937418
"BD2",104,0.129265682960124,386.26977702325
"BD2",105,0.12694340326027,383.148192545334
"BD2",106,0.125441698078873,381.553618739117
"BD2",107,0.124564504209047,379.061259882936
"BD2",108,0.124018842302235,375.685273529593
"BD2",109,0.124005846528235,371.088436528476
"BD2",110,0.124036163704943,365.72377915209
"BD2",111,0.124082516503677,359.106655223855
"BD2",112,0.124130700194996,351.520292235811
"BD2",113,0.124173813590687,343.016882950281
"BD2",114,0.124208689225782,339.227244719004
"BD2",115,0.124233857897366,339.081426238861
"BD2",116,0.124248503165802,337.920064931182
"BD2",117,0.124252006140353,335.788082929595
"BD2",118,0.124249905141539,332.732372800621
"BD2",119,0.124240416866826,332.695816796882
"BD2",120,0.124219688632081,333.772795957997
"BD2",121,0.124186696694949,334.059613451502
"BD2",122,0.124140846659543,333.557937769883
"BD2",123,0.124081794089193,332.274625798419
"BD2",124,0.124009409262271,330.225933756543
"BD2",125,0.123923771077614,327.433128089497
"BD2",126,0.1238251535367,323.923284016923
"BD2",127,0.123713997999573,319.727328491518
"BD2",128,0.123590875361515,314.888245954547
"BD2",129,0.123456445007832,309.439618630219
"BD2",130,0.123311416463764,303.431817966286
"BD2",131,0.12315651745422,296.902946646881
"BD2",132,0.122992469817064,294.827808884262
"BD2",133,0.122819973038986,294.67497081941
"BD2",134,0.122639694189616,293.844953661373
"BD2",135,0.122452262666229,292.344730166223
"BD2",136,0.122258268216228,290.186240386895
"BD2",137,0.122058260982499,287.388654796742
"BD2",138,0.121852752671259,283.973667096157
"BD2",139,0.121642218267254,279.969981283422
"BD2",140,0.121427097958531,275.400572769124
"BD2",141,0.121207799116007,270.319542581291
"BD2",142,0.12098469825645,264.796130667229
"BD2",143,0.120758142966054,258.793405731466
"BD2",144,0.120528453782526,259.312929727163
"BD2",145,0.120295926024824,259.985298305974
"BD2",146,0.114303788575853,260.147638499159
"BD2",147,0.0995487868685814,259.796822182515
"BD2",148,0.0866951169564345,258.934251168148
"BD2",149,0.0754984775867342,257.566024357236
"MBD",0,5.25959044172405,8.01684820450691
"MBD",1,4.99545025398103,8.02935358883132
"MBD",2,4.74415457278704,8.04483530743698
"MBD",3,4.5029690417416,8.06283939012389
"MBD",4,4.27435646801445,8.08285781846553
"MBD",5,4.05682357837194,8.10442638463701
"MBD",6,3.84898216368404,8.12715272857702
"MBD",7,3.65266470331392,8.1507169640742
"MBD",8,3.46477790395901,8.2233748696184
"MBD",9,3.28685709435771,8.31520382468972
"MBD",10,3.11667106680526,8.40966145385641
"MBD",11,2.95621916241694,8.50636389062374
"MBD",12,2.80391401079688,8.60446928040176
"MBD",13,2.65852481788648,8.70892711928366
"MBD",14,2.52136741085926,8.8066755663936
"MBD",15,2.39119966558743,8.97073228630734
"MBD",16,2.26892789319814,9.15409159016531
"MBD",17,2.15658294010717,9.37205875345819
"MBD",18,2.05644805604362,9.65375356857055
"MBD",19,1.95861951625327,10.0184181852658
"MBD",20,1.86996659152726,10.4751508179489
"MBD",21,1.78911575014183,11.0185229569599
"MBD",22,1.71602894777902,11.6353390488524
"MBD",23,1.64961025117572,12.3086341630476
"MBD",24,1.58854432815465,13.0213854274221
"MBD",25,1.53165588873932,13.7596113175294
"MBD",26,1.47802047201151,14.5138007174569
"MBD",27,1.42686043626451,15.2796612945263
"MBD",28,1.3773500170972,16.0530046699594
"MBD",29,1.33091665549207,16.8465896702484
"MBD",30,1.28916945391873,17.7408778412612
"MBD",31,1.25815438307773,18.9358690966851
"MBD",32,1.24464271076261,20.6920286612588
"MBD",33,1.25349405848058,23.1973812928511
"MBD",34,1.28685939106749,26.5646059751254
"MBD",35,1.34331460875069,30.8018386090295
"MBD",36,1.4207862890556,35.858343219226
"MBD",37,1.51608486334885,41.6774388115881
"MBD",38,1.628403382484,48.1459960685671
"MBD",39,1.75746541653851,55.2766718650466
"MBD",40,1.90128643319781,63.1135363808049
"MBD",41,2.06864422752415,71.6416832252955
"MBD",42,2.24811385797702,80.9244927534245
"MBD",43,2.45416014318389,91.0204515082194
"MBD",44,2.68391779375844,102.00296011263
"MBD",45,2.94061232106918,113.950297784985
"MBD",46,3.2274928233399,126.897304807059
"MBD",47,3.54784871286555,140.888513192074
"MBD",48,3.90512475477238,156.076190493479
"MBD",49,4.30327918096694,172.436722997719
"MBD",50,4.74679774097239,190.032266527233
"MBD",51,5.23415875434438,208.890946072258
"MBD",52,5.48748556867645,229.0252188225
"MBD",53,5.75104782832927,250.422962126912
"MBD",54,6.02049119708534,273.049356341371
"MBD",55,6.30144137589445,296.813192033199
"MBD",56,6.59153583403367,321.428159067835
"MBD",57,6.76578785402438,346.2817674803
"MBD",58,6.89255877050419,372.836041254311
"MBD",59,6.99458116544736,405.058514514253
"MBD",60,7.06904329480244,435.001863548511
"MBD",61,7.11847142889849,462.252718608369
"MBD",62,7.14879513475063,493.058066780986
"MBD",63,7.16589269609205,532.78424788987
"MBD",64,7.17707451992766,571.557007590406
"MBD",65,7.18663889681227,608.71660755505
"MBD",66,7.14880184250734,643.538000619729
"MBD",67,7.06917583371126,675.268475988199
"MBD",68,6.98865369495264,703.181915544141
"MBD",69,6.90852893946481,726.633563687182
"MBD",70,6.82911111633399,745.077538123313
"MBD",71,6.75063404703332,758.101845832284
"MBD",72,6.6732421187104,765.438455579078
"MBD",73,6.59700256745572,766.973801204082
"MBD",74,6.52193080178978,762.754793152657
"MBD",75,6.4480109140452,752.968203863371
"MBD",76,6.37520919495153,742.524274135518
"MBD",77,6.30348223563055,754.061932331297
"MBD",78,6.23278172180005,760.848153092201
"MBD",79,6.16305747867153,762.720906992838
"MBD",80,6.09399269897694,759.643126194597
"MBD",81,6.02599984710133,751.693451842783
"MBD",82,5.94170723613035,739.068561570083
"MBD",83,5.57135772716868,722.068856503196
"MBD",84,5.23067668847671,701.090143233521
"MBD",85,4.89743365921441,676.597481940966
"MBD",86,4.58951818248375,653.157587752123
"MBD",87,4.30154861300707,637.516457164321
"MBD",88,4.0226490335279,618.104411919509
"MBD",89,3.76967416359355,604.442487488758
"MBD",90,3.52581978094986,588.024816622109
"MBD",91,3.30381706231736,569.162842688812
"MBD",92,3.08713049430299,553.97292293752
"MBD",93,2.88850785686855,543.95196289561
"MBD",94,2.70176670888423,532.010744637171
"MBD",95,2.52681760367074,517.942342406594
"MBD",96,2.36296776770399,501.971391706896
"MBD",97,2.20955520468999,484.385916573749
"MBD",98,2.06598286868627,465.435091654322
"MBD",99,1.93207656227776,445.443169526119
"MBD",100,1.80827267424519,438.387939744876
"MBD",101,1.69645157720715,430.643346314599
"MBD",102,1.59840701332621,421.621858053528
"MBD",103,1.51440444708032,411.420235950034
"MBD",104,1.44476696250933,400.270791337922
"MBD",105,1.38800796541153,388.149297328508
"MBD",106,1.342897943183,389.767854788539
"MBD",107,1.30703974878406,391.440860540966
"MBD",108,1.2791341402725,392.718785695314
"MBD",109,1.25717265351829,395.127868378699
"MBD",110,1.24033930337697,400.741898355706
"MBD",111,1.22764117034422,405.266569885525
"MBD",112,1.21875691300591,408.480781622644
"MBD",113,1.21345340824013,410.439175583982
"MBD",114,1.21069382496074,420.868672043581
"MBD",115,1.21038053052132,432.235558951679
"MBD",116,1.21242290578954,442.440761363946
"MBD",117,1.21666839654649,451.309286126192
"MBD",118,1.2229556001871,458.709052976147
"MBD",119,1.23113091511027,464.49429506421
"MBD",120,1.2410536879766,468.560202902607
"MBD",121,1.25259416262049,470.839668888924
"MBD",122,1.26526028195406,471.285720644366
"MBD",123,1.27956991926589,469.880983410823
"MBD",124,1.29543582009608,466.638623891127
"MBD",125,1.31256306879766,461.600928321077
"MBD",126,1.16831721893777,454.809497252298
"MBD",127,1.02171884625386,446.438835031052
"MBD",128,0.901231474011183,436.560201225748
"MBD",129,0.791618853320415,425.247396463509
"MBD",130,0.695313094705398,412.722764211974
"MBD",131,0.610707373057266,399.124957101933
"MBD",132,0.536372899098752,384.621276473497
"MBD",133,0.471067584865978,369.380478165059
"MBD",134,0.413699289785199,361.968786216223
"MBD",135,0.363307093130061,354.111856456088
"MBD",136,0.319045092713168,345.420404611302
"MBD",137,0.28016931234697,335.965331829384
"MBD",138,0.246025876408566,325.843778227974
"MBD",139,0.216039892996832,315.153851153303
"MBD",140,0.189705897954809,303.995018486987
"MBD",141,0.16657974128384,292.465633369852
"MBD",142,0.146271215521665,280.661595585645
"MBD",143,0.128437410012339,268.675377910692
"MBD",144,0.112777013529922,259.312929727163
"MBD",145,0.0990253684822164,259.985298305974
"MBD",146,0.0869500169601451,260.147638499159
"MBD",147,0.0751161752141343,259.796822182515
"MBD",148,0.0647666179283987,258.934251168148
"MBD",149,0.0558413745593498,257.566024357236
"Both",0,5.33007188729431,7.97769075817376
"Both",1,5.1930679039046,7.9934567707458
"Both",2,5.05435816738816,8.01225458090778
"Both",3,4.83563415160941,8.03346209763606
"Both",4,4.62613946854853,8.05651144648761
"Both",5,4.41410949794198,8.08064027329709
"Both",6,4.20304509390618,8.10603076920581
"Both",7,4.00133270270672,8.13240612496878
"Both",8,3.80928938041624,8.15916927473978
"Both",9,3.62579459916921,8.18606758245824
"Both",10,3.45071727193166,8.21297918445947
"Both",11,3.28372074047516,8.23980887554387
"Both",12,3.12447902484834,8.32619245111778
"Both",13,2.97269263862958,8.41688053680059
"Both",14,2.82805250116374,8.5068603392067
"Both",15,2.6903240157076,8.59979617788906
"Both",16,2.55991515069786,8.69839702712096
"Both",17,2.43853650116034,8.81132254699066
"Both",18,2.32827103803547,8.9503218897064
"Both",19,2.23097382367845,9.12468115755831
"Both",20,2.14708408175736,9.33645683786193
"Both",21,2.07663422617236,9.64748590249491
"Both",22,2.01813935597682,10.116680529806
"Both",23,1.97013767491137,10.6683580696136
"Both",24,1.92432588075019,11.2611518485591
"Both",25,1.86736884089064,11.8861023457699
"Both",26,1.81374846161126,12.5395719523086
"Both",27,1.76132858321421,13.2161261453011
"Both",28,1.70979697322886,13.9176310731059
"Both",29,1.6657852930488,14.651345944959
"Both",30,1.62262450053583,15.4748904254016
"Both",31,1.58781873897684,16.5321481125579
"Both",32,1.56779555476235,18.006652437026
"Both",33,1.56901515036146,20.0162512778105
"Both",34,1.5996926930973,22.666032211364
"Both",35,1.65454604137503,25.8905284236892
"Both",36,1.73127319971482,29.7248500634228
"Both",37,1.82765425015458,34.0870178057664
"Both",38,1.84782854664547,38.9289347715362
"Both",39,1.87159359322265,44.2336479135542
"Both",40,1.89834218899915,50.0081779565653
"Both",41,1.92756665576917,56.6109043259489
"Both",42,1.95902495039235,65.5859237694343
"Both",43,1.99252564168256,75.7612276016622
"Both",44,2.02805222057441,87.2800647263089
"Both",45,2.06554921371816,100.297186666238
"Both",46,2.10493482712446,114.980554228239
"Both",47,2.14615113783998,131.501782499156
"Both",48,2.18917314646211,150.031518513823
"Both",49,2.23395094295648,170.744079839806
"Both",50,2.28041181746073,193.800928177772
"Both",51,2.3285252594253,219.337572359778
"Both",52,2.37825823146437,247.466428559877
"Both",53,2.41298230743325,278.260079549315
"Both",54,2.40959401924045,311.703094197454
"Both",55,2.40571478024572,347.682753181809
"Both",56,2.39953058630363,385.568206113342
"Both",57,2.38685349518801,424.097516002836
"Both",58,2.3623313556078,461.891439023531
"Both",59,2.32150681452583,497.965512543038
"Both",60,2.2616406251417,531.781312503339
"Both",61,2.18426974665266,563.058516949481
"Both",62,2.09218301990711,591.543618530009
"Both",63,1.98892368718344,616.906066805909
"Both",64,1.87947689160216,638.706645051734
"Both",65,1.76753852293927,656.469234545155
"Both",66,1.65637749742769,669.794449415101
"Both",67,1.54845186462398,678.363187767902
"Both",68,1.44534768306937,681.998301083787
"Both",69,1.34766110479961,680.65579022148
"Both",70,1.25632699734092,674.449679091901
"Both",71,1.17112927693284,684.249919418865
"Both",72,1.091513391452,694.573935273252
"Both",73,1.01724190850251,700.152630277669
"Both",74,0.948003507321744,700.97623078071
"Both",75,0.883463745586142,697.15093199075
"Both",76,0.823298814429848,698.407920964176
"Both",77,0.767213100293077,697.225469056067
"Both",78,0.714935867899101,691.332004355448
"Both",79,0.666207986717325,680.910879681293
"Both",80,0.620500263866063,666.243079261659
"Both",81,0.578300547374397,647.705343248491
"Both",82,0.538970773716585,625.734141858398
"Both",83,0.50232596672106,602.076517031353
"Both",84,0.468344708552252,602.717034130987
"Both",85,0.436574997522541,606.623819453692
"Both",86,0.406945888128689,607.377554046141
"Both",87,0.379167412526158,604.977121710157
"Both",88,0.353530120334142,599.469295994564
"Both",89,0.329635627297307,590.966850997682
"Both",90,0.307362995998232,579.62638529769
"Both",91,0.28661519339488,565.672502675212
"Both",92,0.267285356716798,549.339886051302
"Both",93,0.249274957046851,530.969580576119
"Both",94,0.232492428067985,510.8322294308
"Both",95,0.216852678537577,489.221881781152
"Both",96,0.202276612959849,466.489145922987
"Both",97,0.188690725763081,454.225091898306
"Both",98,0.176029067767843,442.431240161819
"Both",99,0.164570020288295,429.88566264791
"Both",100,0.154410145240831,422.836670239504
"Both",101,0.145229993682278,414.803008421205
"Both",102,0.138492106270292,405.999702044524
"Both",103,0.133077242670595,396.511549937418
"Both",104,0.129265682960124,386.26977702325
"Both",105,0.12694340326027,383.148192545334
"Both",106,0.125441698078873,381.553618739117
"Both",107,0.124564504209047,379.061259882936
"Both",108,0.124018842302235,375.685273529593
"Both",109,0.124005846528235,371.088436528476
"Both",110,0.124036163704943,365.72377915209
"Both",111,0.124082516503677,359.106655223855
"Both",112,0.124130700194996,351.520292235811
"Both",113,0.124173813590687,343.016882950281
"Both",114,0.124208689225782,339.227244719004
"Both",115,0.124233857897366,339.081426238861
"Both",116,0.124248503165802,337.920064931182
"Both",117,0.124252006140353,335.788082929595
"Both",118,0.124249905141539,332.732372800621
"Both",119,0.124240416866826,332.695816796882
"Both",120,0.124219688632081,333.772795957997
"Both",121,0.124186696694949,334.059613451502
"Both",122,0.124140846659543,333.557937769883
"Both",123,0.124081794089193,332.274625798419
"Both",124,0.124009409262271,330.225933756543
"Both",125,0.123923771077614,327.433128089497
"Both",126,0.1238251535367,323.923284016923
"Both",127,0.123713997999573,319.727328491518
"Both",128,0.123590875361515,314.888245954547
"Both",129,0.123456445007832,309.439618630219
"Both",130,0.123311416463764,303.431817966286
"Both",131,0.12315651745422,296.902946646881
"Both",132,0.122992469817064,294.827808884262
"Both",133,0.122819973038986,294.67497081941
"Both",134,0.122639694189616,293.844953661373
"Both",135,0.122452262666229,292.344730166223
"Both",136,0.122258268216228,290.186240386895
"Both",137,0.122058260982499,287.388654796742
"Both",138,0.121852752671259,283.973667096157
"Both",139,0.121642218267254,279.969981283422
"Both",140,0.121427097958531,275.400572769124
"Both",141,0.121207799116007,270.319542581291
"Both",142,0.12098469825645,264.796130667229
"Both",143,0.120758142966054,258.793405731466
"Both",144,0.120528453782526,259.312929727163
"Both",145,0.120295926024824,259.985298305974
"Both",146,0.114303788575853,260.147638499159
"Both",147,0.0995487868685814,259.796822182515
"Both",148,0.0866951169564345,258.934251168148
"Both",149,0.0754984775867342,257.566024357236
